138 257
 1 6 7
 1 121 1
 1 122 1
 1 123 6
 2 123 5
 3 121 6
 3 123 1
 4 122 6
 4 123 1
 5 10 7
 5 116 1
 5 117 1
 5 118 5
 6 118 6
 6 119 1
 6 120 1
 7 116 5
 7 118 1
 7 119 6
 8 117 5
 8 118 1
 8 120 6
 9 14 7
 9 111 1
 9 112 1
 9 113 6
 10 113 5
 10 114 1
 10 115 1
 11 111 6
 11 113 1
 11 114 5
 12 112 6
 12 113 1
 12 115 5
 13 18 7
 13 106 1
 13 107 1
 13 108 5
 14 108 6
 14 109 1
 14 110 1
 15 106 5
 15 108 1
 15 109 6
 16 107 5
 16 108 1
 16 110 6
 17 22 7
 17 101 1
 17 102 1
 17 103 6
 18 103 5
 18 104 1
 18 105 1
 19 101 6
 19 103 1
 19 104 5
 20 102 6
 20 103 1
 20 105 5
 21 26 7
 21 96 1
 21 97 1
 21 98 5
 22 98 6
 22 99 1
 22 100 1
 23 96 5
 23 98 1
 23 99 6
 24 97 5
 24 98 1
 24 100 6
 25 30 7
 25 91 1
 25 92 1
 25 93 6
 26 93 5
 26 94 1
 26 95 1
 27 91 6
 27 93 1
 27 94 5
 28 92 6
 28 93 1
 28 95 5
 29 34 7
 29 86 1
 29 87 1
 29 88 5
 30 88 6
 30 89 1
 30 90 1
 31 86 5
 31 88 1
 31 89 6
 32 87 5
 32 88 1
 32 90 6
 33 38 7
 33 81 1
 33 82 1
 33 83 6
 34 83 5
 34 84 1
 34 85 1
 35 81 6
 35 83 1
 35 84 5
 36 82 6
 36 83 1
 36 85 5
 37 42 7
 37 76 1
 37 77 1
 37 78 5
 38 78 6
 38 79 1
 38 80 1
 39 76 5
 39 78 1
 39 79 6
 40 77 5
 40 78 1
 40 80 6
 41 46 7
 41 71 1
 41 72 1
 41 73 6
 42 73 5
 42 74 1
 42 75 1
 43 71 6
 43 73 1
 43 74 5
 44 72 6
 44 73 1
 44 75 5
 45 50 7
 45 66 1
 45 67 1
 45 68 5
 46 68 6
 46 69 1
 46 70 1
 47 66 5
 47 68 1
 47 69 6
 48 67 5
 48 68 1
 48 70 6
 49 54 7
 49 61 1
 49 62 1
 49 63 6
 50 63 5
 50 64 1
 50 65 1
 51 61 6
 51 63 1
 51 64 5
 52 62 6
 52 63 1
 52 65 5
 53 58 5
 54 58 6
 54 59 1
 54 60 1
 55 58 1
 55 59 6
 56 58 1
 56 60 6
 57 67 198
 59 61 7
 60 62 7
 64 66 7
 65 67 7
 69 71 7
 70 72 7
 74 76 7
 75 77 7
 79 81 7
 80 82 7
 84 86 7
 85 87 7
 89 91 7
 90 92 7
 94 96 7
 95 97 7
 99 101 7
 100 102 7
 104 106 7
 105 107 7
 109 111 7
 110 112 7
 114 116 7
 115 117 7
 119 121 7
 120 122 7
 1 124 100000
 2 124 100000
 3 124 100000
 4 124 100000
 5 125 100000
 6 125 100000
 7 125 100000
 8 125 100000
 9 126 100000
 10 126 100000
 11 126 100000
 12 126 100000
 13 127 100000
 14 127 100000
 15 127 100000
 16 127 100000
 17 128 100000
 18 128 100000
 19 128 100000
 20 128 100000
 21 129 100000
 22 129 100000
 23 129 100000
 24 129 100000
 25 130 100000
 26 130 100000
 27 130 100000
 28 130 100000
 29 131 100000
 30 131 100000
 31 131 100000
 32 131 100000
 33 132 100000
 34 132 100000
 35 132 100000
 36 132 100000
 37 133 100000
 38 133 100000
 39 133 100000
 40 133 100000
 41 134 100000
 42 134 100000
 43 134 100000
 44 134 100000
 45 135 100000
 46 135 100000
 47 135 100000
 48 135 100000
 49 136 100000
 50 136 100000
 51 136 100000
 52 136 100000
 53 137 100000
 54 137 100000
 55 137 100000
 56 137 100000
 57 138 100000

15

 124
 125
 126
 127
 128
 129
 130
 131
 132
 133
 134
 135
 136
 137
 138
 
15

 124
 125
 126
 127
 128
 129
 130
 131
 132
 133
 134
 135
 136
 137
 138

